facility_id,facility_type,facility_name,facility_lat,facility_lon,A1,A2,A3,A4,facility_phone,facility_email,facility_url,address,postal_code,locality,parish_id,parish_name,municipality_id,municipality_name,district_id,district_name,region_id,region_name,facility_stops
10310,school,"Escola Secundária de Sampaio, Sesimbra",38.472546,-9.094563,,,1,,212688160,,,Estrada da Faúlha,2970-577 SESIMBRA,Sampaio,,,1511,Sesimbra,15,Setúbal,PT170,AML,"150255,150257,150258,150259,150261,150262,150265"
10311,school,"Escola Secundária de Santa Maria, Sintra",38.799774,-9.378390,1,,,,219231880,,,R. Pedro de Cintra,2710-436 SINTRA,Sintra,,,1111,Sintra,11,Lisboa,PT170,AML,"170307,170391,170821,171313,171314,171875,171877,171878,171879,171880,171919,171921,172481,172482,172483,172485,172533,172534"
10312,school,"Escola Secundária de Santo André, Barreiro",38.645110,-9.061874,,,,1,212170670,,,Av. Escola dos Fuzileiros Navais - Qt da Lomba,2830-148 BARREIRO,Santo André - Barreiro,,,1504,Barreiro,15,Setúbal,PT170,AML,"040071,040085,040087"
10313,school,"Escola Secundária de São João da Talha, Loures",38.823975,-9.092982,,1,,,219947410,,,R. Deputado Pedro Botelho Neves,2695-722 SÃO JOÃO DA TALHA,S. João da Talha,,,1107,Loures,11,Lisboa,PT170,AML,"070737,070738,071461"
10314,school,"Escola Secundária do Arco-Íris, Portela, Loures",38.786140,-9.114875,,1,,,219428980/1/2/3,,,Avenida das Escolas nº20,2685-202 PORTELA LRS,Portela,,,1107,Loures,11,Lisboa,PT170,AML,"071409,071410,071411,071412"
10315,school,"Escola Secundária do Forte da Casa, Vila Franca de Xira",38.875755,-9.058087,,1,,,219568830,,,R. da República,2626-503 FORTE DA CASA,Forte da Casa,,,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,"180537,180539,180541,180543,180545,180547,180548,180550,180551,180557,180585,180587,180589,180707,180841,180842,180843,180844"
10316,school,"Escola Secundária do Lumiar, Lisboa",38.769775,-9.162292,1,,,,217540747,,,R. Mário Sampaio Ribeiro - Qt. dos Frades,1600-488 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060159,060167"
10317,school,"Escola Secundária do Restelo, Lisboa",38.709710,-9.214057,1,,,,213016528,,,R. Antão Gonçalves,1400-015 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060079,060089,060105,060141"
10318,school,"Escola Secundária Dom Manuel Martins, Setúbal",38.522330,-8.858177,,,,1,265771422,,,Av. António Sérgio,2914-505 SETÚBAL,Setúbal,,,1512,Setúbal,15,Setúbal,PT170,AML,"160053,160054"
10319,school,"Escola Secundária Dr. António Carvalho Figueiredo, Loures",38.829594,-9.163305,,1,,,219835156,,,R. 25 de Abril,2670-482 LOURES,Loures,,,1107,Loures,11,Lisboa,PT170,AML,"070035,070250,070389,070390,070947"
10320,school,"Escola Secundária Dr. José Afonso, Arrentela, Seixal",38.631973,-9.101724,,,1,,212276600,,,Avenida José Afonso - Bº das Cavaquinhas,2840-268 SEIXAL,Arrentela,,,1510,Seixal,15,Setúbal,PT170,AML,"140057,140059,140077,140079,140235,140291,140613,140614,140661,140662"
10321,school,"Escola Secundária du Bocage, Setúbal",38.533447,-8.892131,,,,1,265547430,,,Avenida Dr. António Rodrigues Manito,2900-058 SETÚBAL,Setúbal,,,1512,Setúbal,15,Setúbal,PT170,AML,"160089,160090,160091,160092,160111"
10322,school,"Escola Secundária Emídio Navarro, Almada",38.677113,-9.155205,,,1,,212721210,,,Avenida Rainha Dona Leonor,2809-009 ALMADA,Almada,,,1503,Almada,15,Setúbal,PT170,AML,"020057,020058,020107,020109,020110,020111,020112,020117,021065,021066"
10323,school,"Escola Secundária Fernando Lopes Graça, Parede, Cascais",38.696400,-9.351801,1,,,,214548450,,,"Av: Comandante Gilberto Duarte e Duarte, 470",2775-200 PAREDE,Parede,,,1105,Cascais,11,Lisboa,PT170,AML,"050033,050034,050035,050037,050038,050053"
10324,school,"Escola Secundária Fernando Namora, Amadora",38.763798,-9.215639,1,,,,214767710,,,R. Luís Vaz de Camões,2650-197 AMADORA,Brandoa,,,1115,Amadora,11,Lisboa,PT170,AML,"030355,030356,030387,030389,030390,030695,030737,030852"
10325,school,"Escola Secundária Fernão Mendes Pinto, Pragal, Almada",38.673138,-9.169167,,,1,,212738230,,,R. Luís Serrão Pimentel,2804-527 ALMADA,Almada,,,1503,Almada,15,Setúbal,PT170,AML,"020279,020280,020289,020290,020365,020366,020405,020407,020425,020427,020753,029806,029807,029808,029809"
10326,school,"Escola Secundária Ferreira Dias, Agualva, Sintra",38.770393,-9.299323,1,,,,219129330,,,"R. António Nunes Sequeira, nº 1",2735-058 AGUALVA-CACÉM,Agualva - Cacém,,,1111,Sintra,11,Lisboa,PT170,AML,"170647,170649,172535"
10327,school,"Escola Secundária Gago Coutinho, Alverca do Ribatejo, Vila Franca de Xira",38.890750,-9.037607,,1,,,219587530,,,R. Heróis da Aviação,2615-205 ALVERCA DO RIBATEJO,Alverca,,,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,"180041,180043,182200,182255,182257,182258"
10328,school,"Escola Secundária João de Barros, Corroios, Seixal",38.638370,-9.149743,,,1,,212559800,,,R. Dr. Manuel de Arriaga - Qtª da Mata,2855-098 CORROIOS,Corroios,,,1510,Seixal,15,Setúbal,PT170,AML,"140089,140091"
10329,school,"Escola Secundária Jorge Peixinho, Montijo",38.709870,-8.983675,,,,1,212326280,,,Avenida José da Silva Leite,2870-160 MONTIJO,Montijo,,,1507,Montijo,15,Setúbal,PT170,AML,"100085,100087,100088,100091,100123,100124,100125,100126,100127,100139"
10330,school,"Escola Secundária José Afonso, Loures",38.827650,-9.163268,,1,,,219827110,,,Rua da República,2670-468 LOURES,Loures,,,1107,Loures,11,Lisboa,PT170,AML,"070035,070043,070250,070283,070355,070356,070389,070390,070453,070947"
10331,school,"Escola Secundária José Cardoso Pires, Loures",38.811707,-9.175248,,1,,,219897740,,,Torres da Bela Vista,2670-143 SANTO ANTÓNIO CAVALEIROS,Santo António Cavaleiros,,,1107,Loures,11,Lisboa,PT170,AML,"070327,070328"
10332,school,"Escola Secundária José Gomes Ferreira, Lisboa",38.747470,-9.194104,1,,,,217121470,,,R. Prof. José Sebastião e Silva,1500-500 LISBOA,Benfica,,,1106,Lisboa,11,Lisboa,PT170,AML,"060047,060055"
10333,school,"Escola Secundária José Saramago, Mafra",38.941948,-9.336875,,1,,,261811194,,,Av. Cidade de Leimen,2640-470 MAFRA,Mafra,,,1109,Mafra,11,Lisboa,PT170,AML,"080207,080208,080965"
10334,school,"Escola Secundária Leal da Câmara, Rio de Mouro, Sintra",38.782795,-9.318486,1,,,,219169310,,,"Av. Pedro Nunes, nº 1, 1- A",2635-317 RIO DE MOURO,Rio de Mouro,,,1111,Sintra,11,Lisboa,PT170,AML,"170165,170166,170167,170168,170171,170172,170667,170668,170669,170670,170671,170672,172492"
10335,school,"Escola Secundária Luís de Freitas Branco, Paço de Arcos, Oeiras",38.698994,-9.297837,1,,,,214425049,,,R. Carlos Vieira Ramos,2774-516 PAÇO DE ARCOS,Paço de Arcos,,,1110,Oeiras,11,Lisboa,PT170,AML,"120755,120756,120757,120758,121243,121267,121268"
10336,school,"Escola Secundária Manuel Cargaleiro, Amora, Seixal",38.615410,-9.115009,,,1,,212269790,,,R. Bento Moura de Portugal,2845-154 AMORA,Fogueteiro,,,1510,Seixal,15,Setúbal,PT170,AML,"140511,140513"
10337,school,"Escola Secundária Maria Amália Vaz de Carvalho, Lisboa",38.726395,-9.156886,1,,,,213841910,,,R. Rodrigo da Fonseca nº 115,1099-069 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060031,060035,060147,060149,060405,060407"
10338,school,"Escola Secundária Matias Aires, Agualva, Sintra",38.779102,-9.298153,1,,,,214338380,,,Avenida dos Bombeiros Voluntários,2735-244 AGUALVA-CACÉM,Agualva,,,1111,Sintra,11,Lisboa,PT170,AML,"170469,170470,170471,170472,170473,170474,170791,170792"
10339,school,"Escola Secundária Miguel Torga, Monte Abraão, Sintra",38.754242,-9.269655,1,,,,214376314,,,Rua Cidade Desportiva,2745-012 QUELUZ,Monte Abraão,,,1111,Sintra,11,Lisboa,PT170,AML,"170851,170865,170867,170868,170901,170903,170921,170929,170931,172105,172185,172195,172197,172199,172478,172480,172491,172537"
10340,school,"Escola Secundária Padre António Vieira, Lisboa",38.757896,-9.135585,1,,,,218484111,,,Rua Marquês de Soveral,1749-063 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060277,060278"
10341,school,"Escola Secundária Pedro Alexandrino, Póvoa de Santo Adrião, Odivelas",38.806038,-9.164386,,1,,,219380310,,,R. Aquilino Ribeiro-Bairro de S. José,2620-182 PÓVOA DE SANTO ADRIÃO,Póvoa de Stº Adrião,,,1116,Odivelas,11,Lisboa,PT170,AML,"110539,110541,110542,110569,110571"
10342,school,"Escola Secundária Poeta Joaquim Serra, Montijo",38.701897,-8.951910,,,,1,212326670,,,Alameda Doutor José Afonso Manuel dos Santos,2870-802 MONTIJO,Afonsoeiro,,,1507,Montijo,15,Setúbal,PT170,AML,"100037,100038,100039,100040,100041,100115,100331,100332"
10343,school,"Escola Secundária Professor José Augusto Lucas, Linda-a-Velha, Oeiras",38.711315,-9.236167,1,,,,214191472,,,Avenida Carolina Michaellis,2795-051 LINDA A VELHA,Linda-a-Velha,,,1110,Oeiras,11,Lisboa,PT170,AML,"120176,120177,120178,120180,120235,120237,120238,120239,120240,120353,120354,120355,120356,120357,120358,121051,121057,121257,121259,121278"
10344,school,"Escola Secundária Romeu Correia, Feijó, Almada",38.651538,-9.163277,,,1,,212592241,,,R. Afonso de Paiva - Feijó,2814-501 ALMADA,Feijó,,,1503,Almada,15,Setúbal,PT170,AML,"020511,020512,020513,020515,020516,020531,020729,020730,020861,020862,020961,020985"
10345,school,"Escola Secundária Sebastião da Gama, Setúbal",38.526833,-8.891502,,,,1,265523176,,,Rua da Escola Técnica,2900-354 SETÚBAL,Setúbal,,,1512,Setúbal,15,Setúbal,PT170,AML,"160097,160099,160105,160107,160109,160119,160123,160137,160139,160213,160223,160251,160273,160349,160411,160511,160513,160883,160961"
10346,school,"Escola Secundária Sebastião e Silva, Oeiras",38.685436,-9.318485,1,,,,214406990,,,R. do Liceu,2780-051 OEIRAS,Oeiras,,,1110,Oeiras,11,Lisboa,PT170,AML,"120797,120799,120801,120803,120804,120805,120807,120809,120811,120879,121188,121189,121207,121209,121322,121323"
10347,school,"Escola Secundária Seomara da Costa Primo, Amadora",38.760307,-9.247567,1,,,,214985990,,,R. Elias Garcia nº 329,2700-323 AMADORA,Amadora,,,1115,Amadora,11,Lisboa,PT170,AML,"171027,171028,171029,171097,030323,030325,030326,030327,030328,030735,030736"
10348,school,"Escola Secundária Stuart Carvalhais, Massamá, Sintra",38.758560,-9.277297,1,,,,214307510,,,R. dos Jasmins,2745-796 QUELUZ,Massamá,,,1111,Sintra,11,Lisboa,PT170,AML,"170917,170919,170920,170933,170943,170944,170945,170963,170971,170973,171005,171011,171013,171015,171025,172543,172544,172609"
10349,school,Escola Soeiro Pereira Gomes (Coop. Ens. do Laranjeiro),38.653944,-9.148635,,,1,,212537287,,,"R. D. Duarte, BLS. VXZ - Caves",2810-333 ALMADA,Laranjeiro,,,1503,Almada,15,Setúbal,PT170,AML,"140709,140753,020687,020689,020691,020693,020695,020696,020697"
10350,school,"Externato ""Alexandre Herculano""",38.757100,-9.235746,1,,,,214928170,,,"R. Luís de Camões, 4 e 6",2700-535 AMADORA,Amadora,,,1115,Amadora,11,Lisboa,PT170,AML,"030315,030317,030319,030467,030469,030475,030477,030479,030539,030601,030685,030821,030845,030869,030880"
10351,school,"Externato ""Álvares Cabral""",38.750770,-9.200376,1,,,,217609287,,,"Estrada de Benfica, nº 628",1500-108 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060006,060041,060043,060049,060051,060445"
10352,school,"Externato ""As Descobertas""",38.707990,-9.207253,1,,,,213031060,,,R.Cap.Mor Pedro Teixeira nº11,1400-041 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060093,060094"
10353,school,"Externato ""Cinderela""",38.748882,-9.231957,1,,,,214955074,,,"Rua Dr. Quirino Rosa, nº  5,7",2720-208 AMADORA,Reboleira,,,1115,Amadora,11,Lisboa,PT170,AML,"030445,030446,030451,030453,030454,030457,030458,030485,030487,030489,030491,030492,030493,030495,030535,030543,030657,030658,030659,030697"
10354,school,"Externato ""Crisfal""",38.740730,-9.146210,1,,,,217969620,,,"Av. da República, nº 52-1º a 4º",1050-196 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"061216,061217,061218"
10355,school,"Externato ""Europa""",38.707794,-9.434305,1,,,,214833777,,,"R. Afonso Lopes Vieira, nº 2",2750-652 CASCAIS,Pampilheira,,,1105,Cascais,11,Lisboa,PT170,AML,"050257,050258,050259,050260,050261,050262,050263"
10356,school,"Externato ""Flor do Campo""",38.808548,-9.189757,,1,,,219348640,,,"Rua 4 de Outubro, Lt 134 - BONS DIAS",2620-206 RAMADA,Ramada,,,1116,Odivelas,11,Lisboa,PT170,AML,"110365,110366,110367,110368,110369,110370,110371,110372,110373,110374,110478,110479,110480,110499,110500,110501,110502,110603,110604,110811,110812,111015"
10357,school,"Externato ""Frei Luís de Sousa""",38.679910,-9.154772,,,1,,212739190,,,Praça do Movimento das Forças Armadas,2800-171 ALMADA,Almada,,,1503,Almada,15,Setúbal,PT170,AML,"020027,020029,020030,020045,020059,020085,020203,020401,021068,021069"
10358,school,"Externato ""Gil Eanes""",38.672123,-9.156648,,,1,,212749267,,,"R. Fernando Pessoa, 12 C 1º Dtº",2805-139 ALMADA,Cova da Piedade,,,1503,Almada,15,Setúbal,PT170,AML,"020079,020103,020104,020105,020106,020117,020497,020533,020535,020538,020740,020743,020744,029004"
10359,school,"Externato ""Marcelino Champagnat""",38.778454,-9.126355,1,,,,218540190,,,Qt. de Vila Formosa - Aeroporto,1700-008 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060267,060268"
10360,school,"Externato ""Mira Rio""",38.700832,-9.220899,1,,,,213030480,,,"Av. D. Vasco da Gama, nº 17",1400-127 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060115,060117"
10361,school,"Externato ""Nova Toca""",38.698840,-9.353922,1,,,,214523125,,,"Estrada da Madorna, nº 146",2775-000 PAREDE,Parede,,,1105,Cascais,11,Lisboa,PT170,AML,"050035,050053,050472,050483,050491,050515,050519,050522"
10362,school,"Externato ""Novo Crisfal""",38.742100,-9.147242,1,,,,217979047,,,"Av. da República, nº 83 - 1º",1050-243 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"061216,061217,061218"
10363,school,"Externato ""O Veleiro""",38.705383,-9.214268,1,,,,213014788,,,"R. Pedro Fernandes Queirós,15",1400-276 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060089,060105"
10364,school,"Externato ""Padre António Vieira""",38.710865,-9.242492,1,,,,214155880,,,Av. Tomás Ribeiro nº16,2795-183 LINDA A VELHA,Linda-a-Velha,,,1110,Oeiras,11,Lisboa,PT170,AML,"120151,120152,120157,120158,120159,120160,120161,120162,120251,120273,120321,121051"
10365,school,"Externato ""Santa Joana""",38.444827,-9.100662,,,1,,212281410,,,"Rua Caldeira, nº 9",2970-711 SESIMBRA,Sesimbra,,,1511,Sesimbra,15,Setúbal,PT170,AML,"150051,150052,150425,150427,150449,150451,150453,150455,150457,150461,150463,150465,150477,150479,150481,150593,150594,150610"
10366,school,"Externato ""Verney""",38.758058,-9.230844,1,,,,214941007,,,Rua Elias Garcia nº 278,2700-434 AMADORA,Mina,,,1115,Amadora,11,Lisboa,PT170,AML,"030091,030093,030101,030105,030603,030604,030605,030606,030876"
10367,school,"Externato ""Zazzo""",38.651230,-9.202909,,,1,,212946446,,,Quinta do Areeiro,2825-000 MONTE DA CAPARICA,Monte da Caparica,,,1503,Almada,15,Setúbal,PT170,AML,020655
10368,school,Externato de Dona Luísa Sigea,38.705242,-9.394469,1,,,,214647480,,,"Av. Bombeiros Voluntários, nº 195",2765-202 ESTORIL,Estoril,,,1105,Cascais,11,Lisboa,PT170,AML,"050361,050363,050364"
10369,school,Externato de S. José,38.710155,-9.216358,1,,,,213037020,,,"Av. das Descobertas, 27",1400-091 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060079,060089,060105,060141"
10370,school,Externato Santa Catarina,38.703876,-9.251941,1,,,,,,,,,,,,1110,Oeiras,11,Lisboa,PT170,AML,"120127,120128,120129,120130,120137"
10371,school,Externato Sueco,38.687023,-9.340003,1,,,,214570646,,,"R. Quelimane,174-V. Azul",2775-620 CARCAVELOS,Carcavelos,,,1105,Cascais,11,Lisboa,PT170,AML,"050009,050418"
10372,school,Fundação CEBI - Colégio José Álvaro Vidal,38.894020,-9.041965,,1,,,219589130,,,Quinta de Santa Maria - Estrada Nacional nº 10,2615-376 ALVERCA DO RIBATEJO,Alverca do Ribatejo,,,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,"180195,180211,180719,180720,180721,180723,182252"
10373,school,Fundação Escola Profissional de Setúbal,38.520680,-8.846773,,,,1,265729900,,,Rua Professor Borges de Macedo,2910-001 SETÚBAL,Setúbal,,,1512,Setúbal,15,Setúbal,PT170,AML,"160049,160050"
10374,school,IEDP - Instituto de Educação e Desenvolvimento Profissional,38.752106,-9.149198,1,,,,217907900,,,Campo Grande n.º 82  - Loja A e B,1700-094 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060283,060289"
10375,school,Instituto de Ciências Educativas,38.807569,-9.191660,,1,,,219347130,,,"R. Bento Jesus Caraça,12",2620-379 RAMADA,Ramada (Serra da Amoreira),,,1116,Odivelas,11,Lisboa,PT170,AML,"110481,110501,110502,110503,110504"
10376,school,Instituto Espanhol de Lisboa,38.700172,-9.237958,1,,,,214114114,,,"R.Direita do Dafundo, nº 40- Qtª S.João do Rio",1495-717 CRUZ QUEBRADA-DAFUNDO,Dafundo,,,1110,Oeiras,11,Lisboa,PT170,AML,"120071,120072,120073,120075,120085,120087,120143,120144,120329"
10377,school,Instituto Politécnico de Setúbal,38.521598,-8.840436,,,,1,,,,,,,,,1512,Setúbal,15,Setúbal,PT170,AML,"160043,160044"
10378,school,Instituto Profissional de Transportes,38.824898,-9.172816,,1,,,219836948,,,R. Carolina Michäelis de Vasconcelos,2670-526 LOURES,Loures,,,1107,Loures,11,Lisboa,PT170,AML,"070361,070362,070367,070475,070476,070477,070478,070547,070548,070549,070550,070551,070569"
10379,school,International Christian School of Cascais,38.711708,-9.417446,1,,,,,,,,,Pai do Vento,,,1105,Cascais,11,Lisboa,PT170,AML,"050211,050321,050322,050323,050324,050325,050326"
10380,school,IPS-International Preparatory School,38.686028,-9.340110,1,,,,214570149,,,"R. de Boror, 12",2775-557 CARCAVELOS,Carcavelos,,,1105,Cascais,11,Lisboa,PT170,AML,050418
10381,school,Jardim de Infância da Azenha,38.801475,-9.191207,,1,,,,,,"R. Estevão Amarante, N. 42",,,,,1116,Odivelas,11,Lisboa,PT170,AML,"110213,110215,110229,110231,110505,110506,110597,110599"
10382,school,Jardim de Infância Gil Eanes,38.769143,-9.198294,,1,,,,,,R. Gil Eanes,,,,,1116,Odivelas,11,Lisboa,PT170,AML,"110041,110691,110692,110693,110699,110700"
10383,school,Jardim de Infância Roque Gameiro,38.794153,-9.175341,,1,,,,,,R. Alfredo Roque Gameiro - Urb. Q. Nova,,,,,1116,Odivelas,11,Lisboa,PT170,AML,"110129,110130,110131,110132,110333,110334,110385,110386,110387,110388,110389,110391,110395,110405,110407,110408,110409,110445,110627,110628,110813,110814,111016"
10384,school,Jardim Monte,38.941277,-9.032065,,1,,,219512092,,,Estrada Nacional 248,2600-782 SÃO JOÃO DOS MONTES,S. João dos Montes,,,1114,Vila Franca de Xira,11,Lisboa,PT170,AML,"180009,180010,180011,180012,180029,180030,180031,180032"
10385,school,JI Álvaro de Campos,38.794948,-9.173043,,1,,,,,,Rua Alvaro de Campos - Bairro Codivel,,,,,1116,Odivelas,11,Lisboa,PT170,AML,"110097,110389,110391,110395,110403,110405,110409,110447,110448,110449,110450,110451,110452,110521,110522,110575,110576,110857,111026"
10386,school,JI Dr João dos Santos,38.797718,-9.190389,,1,,,,,,R. Joao Santos N. 2 - Arroja,,,,,1116,Odivelas,11,Lisboa,PT170,AML,"110065,110066,110067,110068,110069,110070,110115,110116,110117,110119,110143,111005"
10387,school,JI Póvoa de Stº Adrião,38.800887,-9.160439,,1,,,,,,R. D. Afonso Henriques,,,,,1116,Odivelas,11,Lisboa,PT170,AML,"110459,110461,110463,110464,110465,110466,110467,110537,110561,110563,110565,110567,110619,110621,110622,110631,110663,110664,071137,071139"
10388,school,Lycée Français Charles Lepièrre,38.724564,-9.163113,1,,,,213824400,,,"Avenida Duarte Pacheco, 32",1070-112 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060027,060037,060449,060450"
10389,school,Nós - Associação de Pais e Técnicos Para a Integração do Deficiente,38.663322,-9.051815,,,,1,,,,"Rua Salgueiro Maia, 25",2835-346 LAVRADIO,Lavradio,,,1504,Barreiro,15,Setúbal,PT170,AML,"040001,040002,040017,040018,040019,040029,090197,090198"
10390,school,Oeiras International School,38.726322,-9.276899,1,,,,211935330,,,"Quinta de Nossa Senhora da Conceição - Rua Antero de Quental, nº 7",2730-013 BARCARENA,Barcarena,,,1110,Oeiras,11,Lisboa,PT170,AML,"120553,120554,121131,121132,121133,121151"
10391,school,PaRK International School - Campus Alfragide,38.734904,-9.223421,1,,,,215807000,,,"Estrada de Alfragide, 92",2610-015 AMADORA,Alfragide,,,1115,Amadora,11,Lisboa,PT170,AML,"030001,030002,030071,030072,030073,030074,030519,030521,030522,030523,030571,030577,030578,030759,030779,030787,030823,030824,030881"
10392,school,PaRK International School - Campus Cascais,38.710523,-9.438514,1,,,,214831211,,,"Rua Cesário Verde, 395",2750-657 CASCAIS,Pampilheira,,,1105,Cascais,11,Lisboa,PT170,AML,"050263,050309"
10393,school,PaRK International School - Campus Restelo,38.708360,-9.216176,1,,,,213026316,,,"Avenida das Descobertas, 21",1400-091 LISBOA,Lisboa,,,1106,Lisboa,11,Lisboa,PT170,AML,"060079,060089,060105,060141"
10394,school,Pólo do Seixal da Escola de Música do Conservatório Nacional,38.641697,-9.105530,,,1,,,,,,,,,,1510,Seixal,15,Setúbal,PT170,AML,"140241,140243,140288,140671"
10395,school,Prime School,38.698465,-9.426939,1,,,,,,,,,Cascais,,,1105,Cascais,11,Lisboa,PT170,AML,"050251,050317"
10396,school,Saint Dominic´s International School,38.713146,-9.328740,1,,,,214440434,,,Rua Maria Brown,2785-816 SÃO DOMINGOS DE RANA,Outeiro de Polima,,,1105,Cascais,11,Lisboa,PT170,AML,"050081,050082,050083,050084,050085,050086,050087,050088,050450,050459"
10397,school,Salesianos do Estoril - Escola,38.704597,-9.401666,1,,,,214678970,,,Av Marginal Qta de Santo Antonio,2765-245 ESTORIL,Estoril,,,1105,Cascais,11,Lisboa,PT170,AML,"050377,050403"
10398,school,Santo António International School,38.706058,-9.406460,1,,,,210731054,,,"Av. Sabóia, nº 662-A",2765-277 ESTORIL,Monte Estoril,,,1105,Cascais,11,Lisboa,PT170,AML,"050377,050379,050381,050399,050401,050403,050413"
10399,school,St. James Primary School,38.719765,-9.436502,1,,,,214864755,,,"Rua dos Depósitos da Água, 339 - Cobre",2750-561 CASCAIS,Cobre,,,1105,Cascais,11,Lisboa,PT170,AML,"050269,050270"
10400,school,St. Peter`s International School,38.579914,-8.886776,,,,1,212336990,,,Quinta  dos Barreleiros CCI 3952  Volta da Pedra,2950-201 PALMELA,Palmela,,,1508,Palmela,15,Setúbal,PT170,AML,"130199,130200,130477"
10401,school,Universidade Sénior de Almada - USALMA,38.683068,-9.159460,,,1,,,,,,,,,,1503,Almada,15,Setúbal,PT170,AML,"020021,020023,020027,020028,020049,020051,020203,020205,020209,020211,021069,021070,021071,021072,021073,021074"
10402,school,Universidade Sénior do Seixal,38.643866,-9.101634,,,1,,,,,,,,,,1510,Seixal,15,Setúbal,PT170,AML,"140075,140141,140245,140247,140575"
10403,school,"Universidade Sénior Dom Sancho I, Almada",38.675254,-9.158217,,,1,,,,,,,,,,1503,Almada,15,Setúbal,PT170,AML,"020057,020058,020105,020106,020107,020117,020743,020744"
