agency_id,route_id,fare_id
CM,4406_1,BORDO-1
CM,4406_2,BORDO-1
CM,4407_0,BORDO-2
CM,4407_1,BORDO-2
CM,4408_0,BORDO-2
CM,4409_0,BORDO-2
CM,4410_0,BORDO-2
CM,4410_1,BORDO-2
CM,4410_2,BORDO-2
CM,4411_0,BORDO-2
CM,4412_0,BORDO-2
CM,4413_0,BORDO-2
CM,4414_0,BORDO-2
CM,4415_0,BORDO-2
CM,4416_0,BORDO-2
CM,4417_0,BORDO-2
CM,4418_0,BORDO-2
CM,4419_0,BORDO-2
CM,4420_0,BORDO-1
CM,4421_0,BORDO-2
CM,4422_0,BORDO-2
CM,4422_1,BORDO-2
CM,4422_2,BORDO-2
CM,4424_0,BORDO-2
CM,4425_0,BORDO-2
CM,4425_1,BORDO-2
CM,4426_0,BORDO-1
CM,4426_1,BORDO-1
CM,4426_2,BORDO-1
CM,4426_3,BORDO-1
CM,4426_4,BORDO-1
CM,4427_0,BORDO-1
CM,4428_0,BORDO-2
CM,4429_0,BORDO-2
CM,4430_0,BORDO-1
CM,4431_0,BORDO-1
CM,4432_0,BORDO-2
CM,4433_0,BORDO-2
CM,4434_0,BORDO-1
CM,4434_1,BORDO-1
CM,4435_0,BORDO-2
CM,4436_0,BORDO-1
CM,4437_0,BORDO-2
CM,4438_0,BORDO-2
CM,4438_1,BORDO-2
CM,4439_0,BORDO-2
CM,4440_0,BORDO-2
CM,4441_0,BORDO-2
CM,4442_0,BORDO-2
CM,4442_1,BORDO-2
CM,4443_0,BORDO-2
CM,4451_0,BORDO-2
CM,4452_0,BORDO-2
CM,4452_1,BORDO-2
CM,4453_0,BORDO-2
CM,4460_0,BORDO-2
CM,4470_0,BORDO-2
CM,4470_1,BORDO-2
CM,4471_0,BORDO-2
CM,4474_1,BORDO-2
CM,4474_2,BORDO-2
CM,4476_1,BORDO-2
CM,4501_0,BORDO-2
CM,4501_1,BORDO-2
CM,4502_0,BORDO-2
CM,4503_0,BORDO-2
CM,4504_0,BORDO-2
CM,4510_0,BORDO-2
CM,4511_0,BORDO-2
CM,4512_0,BORDO-2
CM,4512_1,BORDO-2
CM,4513_0,BORDO-2
CM,4514_0,BORDO-2
CM,4514_1,BORDO-2
CM,4514_3,BORDO-2
CM,4515_0,BORDO-2
CM,4516_0,BORDO-2
CM,4516_1,BORDO-2
CM,4517_0,BORDO-2
CM,4520_0,BORDO-2
CM,4521_0,BORDO-2
CM,4522_0,BORDO-2
CM,4523_0,BORDO-2
CM,4524_0,BORDO-2
CM,4525_0,BORDO-2
CM,4530_0,BORDO-2
CM,4531_0,BORDO-2
CM,4532_0,BORDO-2
CM,4540_0,BORDO-2
CM,4540_1,BORDO-2
CM,4541_0,BORDO-2
CM,4542_0,BORDO-2
CM,4543_0,BORDO-2
CM,4544_0,BORDO-2
CM,4544_1,BORDO-2
CM,4544_2,BORDO-2
CM,4545_0,BORDO-2
CM,4546_0,BORDO-2
CM,4548_0,BORDO-2
CM,4549_0,BORDO-2
CM,4550_0,BORDO-2
CM,4551_0,BORDO-2
CM,4560_0,BORDO-2
CM,4560_1,BORDO-2
CM,4562_0,BORDO-2
CM,4600_0,BORDO-2
CM,4601_0,BORDO-2
CM,4602_0,BORDO-2
CM,4603_0,BORDO-2
CM,4604_0,BORDO-2
CM,4605_0,BORDO-2
CM,4610_0,BORDO-2
CM,4611_0,BORDO-2
CM,4612_0,BORDO-2
CM,4620_0,BORDO-2
CM,4620_1,BORDO-2
CM,4621_0,BORDO-2
CM,4632_0,BORDO-2
CM,4640_0,BORDO-2
CM,4641_0,BORDO-2
CM,4641_1,BORDO-2
CM,4642_0,BORDO-2
CM,4643_0,BORDO-5
CM,4701_0,BORDO-3
CM,4701_1,BORDO-3
CM,4701_2,BORDO-3
CM,4702_0,BORDO-3
CM,4703_0,BORDO-3
CM,4704_0,BORDO-3
CM,4705_0,BORDO-3
CM,4706_0,BORDO-3
CM,4707_0,BORDO-3
CM,4710_0,BORDO-3
CM,4711_0,BORDO-3
CM,4715_0,BORDO-3
CM,4720_0,BORDO-3
CM,4725_0,BORDO-3
CM,4730_0,BORDO-2
CM,4730_1,BORDO-2
CM,4730_2,BORDO-2
CM,4901_0,BORDO-2
CM,4901_1,BORDO-2
CM,4902_0,BORDO-2
CM,4905_0,BORDO-4-B
CM,4906_0,BORDO-4-B
CM,4906_1,BORDO-4-B
CM,4461_0,BORDO-1
CM,4462_0,BORDO-1
CM,4462_1,BORDO-1
CM,4472_1,BORDO-2
