route_id,fare_id,fare_color,fare_text_color
2729_0,LONGA,ED1944,FFFFFF
2730_0,LONGA,ED1944,FFFFFF
2731_0,LONGA,ED1944,FFFFFF
2731_1,LONGA,ED1944,FFFFFF
2732_0,LONGA,ED1944,FFFFFF
2732_1,LONGA,ED1944,FFFFFF
2733_0,LONGA,ED1944,FFFFFF
2734_0,LONGA,ED1944,FFFFFF
2735_0,LONGA,ED1944,FFFFFF
2736_0,LONGA,ED1944,FFFFFF
2736_1,LONGA,ED1944,FFFFFF
2736_2,LONGA,ED1944,FFFFFF
2736_3,LONGA,ED1944,FFFFFF
2740_0,RAPIDA,F4AC1C,FFFFFF
2740_1,RAPIDA,F4AC1C,FFFFFF
2740_2,RAPIDA,F4AC1C,FFFFFF
2741_0,RAPIDA,F4AC1C,FFFFFF
2741_1,RAPIDA,F4AC1C,FFFFFF
2742_0,RAPIDA,F4AC1C,FFFFFF
2743_0,LONGA,ED1944,FFFFFF
2744_0,RAPIDA,F4AC1C,FFFFFF
2745_0,LONGA,ED1944,FFFFFF
2745_1,LONGA,ED1944,FFFFFF
2746_0,RAPIDA,F4AC1C,FFFFFF
2750_0,LONGA,ED1944,FFFFFF
2750_1,LONGA,ED1944,FFFFFF
2750_2,LONGA,ED1944,FFFFFF
2750_3,LONGA,ED1944,FFFFFF
2750_4,LONGA,ED1944,FFFFFF
2750_5,LONGA,ED1944,FFFFFF
2750_6,LONGA,ED1944,FFFFFF
2750_7,LONGA,ED1944,FFFFFF
2751_0,LONGA,ED1944,FFFFFF
2751_1,LONGA,ED1944,FFFFFF
2752_0,LONGA,ED1944,FFFFFF
2753_0,LONGA,ED1944,FFFFFF
2754_0,LONGA,ED1944,FFFFFF
2754_1,LONGA,ED1944,FFFFFF
2754_2,LONGA,ED1944,FFFFFF
2755_0,LONGA,ED1944,FFFFFF
2756_0,LONGA,ED1944,FFFFFF
2756_1,LONGA,ED1944,FFFFFF
2758_0,LONGA,ED1944,FFFFFF
2762_0,LONGA,ED1944,FFFFFF
2762_1,LONGA,ED1944,FFFFFF
2764_0,LONGA,ED1944,FFFFFF
2764_1,LONGA,ED1944,FFFFFF
2764_2,LONGA,ED1944,FFFFFF
2765_0,LONGA,ED1944,FFFFFF
2765_1,LONGA,ED1944,FFFFFF
2765_2,LONGA,ED1944,FFFFFF
2768_0,LONGA,ED1944,FFFFFF
2769_0,LONGA,ED1944,FFFFFF
2769_1,LONGA,ED1944,FFFFFF
2769_2,LONGA,ED1944,FFFFFF
2769_3,LONGA,ED1944,FFFFFF
2772_0,LONGA,ED1944,FFFFFF
2772_1,LONGA,ED1944,FFFFFF
2772_2,LONGA,ED1944,FFFFFF
2772_3,LONGA,ED1944,FFFFFF
2772_4,LONGA,ED1944,FFFFFF
2772_5,LONGA,ED1944,FFFFFF
2774_0,LONGA,ED1944,FFFFFF
2774_1,LONGA,ED1944,FFFFFF
2776_0,LONGA,ED1944,FFFFFF
2776_1,LONGA,ED1944,FFFFFF
2778_0,LONGA,ED1944,FFFFFF
2778_1,LONGA,ED1944,FFFFFF
2778_2,LONGA,ED1944,FFFFFF
2779_0,LONGA,ED1944,FFFFFF
2780_0,LONGA,ED1944,FFFFFF
2781_0,LONGA,ED1944,FFFFFF
2781_1,LONGA,ED1944,FFFFFF
2785_0,LONGA,ED1944,FFFFFF
2785_1,LONGA,ED1944,FFFFFF
2790_0,LONGA,ED1944,FFFFFF
2790_1,LONGA,ED1944,FFFFFF
2790_2,LONGA,ED1944,FFFFFF
2791_0,LONGA,ED1944,FFFFFF
2791_2,LONGA,ED1944,FFFFFF
2791_3,LONGA,ED1944,FFFFFF
2792_0,LONGA,ED1944,FFFFFF
2792_1,LONGA,ED1944,FFFFFF
2794_0,LONGA,ED1944,FFFFFF
2794_1,LONGA,ED1944,FFFFFF
2795_0,LONGA,ED1944,FFFFFF
2795_1,LONGA,ED1944,FFFFFF
2795_2,LONGA,ED1944,FFFFFF
2795_3,LONGA,ED1944,FFFFFF
2796_0,LONGA,ED1944,FFFFFF
2796_1,LONGA,ED1944,FFFFFF
2797_0,LONGA,ED1944,FFFFFF
2797_1,LONGA,ED1944,FFFFFF
2797_2,LONGA,ED1944,FFFFFF
2801_0,RAPIDA,F4AC1C,FFFFFF
2801_1,RAPIDA,F4AC1C,FFFFFF
2801_2,RAPIDA,F4AC1C,FFFFFF
2802_0,RAPIDA,F4AC1C,FFFFFF
2803_0,RAPIDA,F4AC1C,FFFFFF
2803_1,RAPIDA,F4AC1C,FFFFFF
2804_0,RAPIDA,F4AC1C,FFFFFF
2804_1,RAPIDA,F4AC1C,FFFFFF
2805_0,RAPIDA,F4AC1C,FFFFFF
2806_0,RAPIDA,F4AC1C,FFFFFF
2807_0,RAPIDA,F4AC1C,FFFFFF
2810_0,LONGA,ED1944,FFFFFF
2811_0,LONGA,ED1944,FFFFFF
2811_1,LONGA,ED1944,FFFFFF
2812_0,LONGA,ED1944,FFFFFF
2812_1,LONGA,ED1944,FFFFFF
2812_2,LONGA,ED1944,FFFFFF
2813_0,LONGA,ED1944,FFFFFF
2814_0,LONGA,ED1944,FFFFFF
2816_0,LONGA,ED1944,FFFFFF
2817_0,LONGA,ED1944,FFFFFF
2818_0,LONGA,ED1944,FFFFFF
2819_0,LONGA,ED1944,FFFFFF
2820_0,LONGA,ED1944,FFFFFF
2821_0,LONGA,ED1944,FFFFFF
2821_1,LONGA,ED1944,FFFFFF
2822_0,LONGA,ED1944,FFFFFF
2823_0,LONGA,ED1944,FFFFFF
2824_0,LONGA,ED1944,FFFFFF
2824_1,LONGA,ED1944,FFFFFF
2830_1,LONGA,ED1944,FFFFFF
2831_0,LONGA,ED1944,FFFFFF
2832_0,LONGA,ED1944,FFFFFF
2833_0,LONGA,ED1944,FFFFFF
2833_1,LONGA,ED1944,FFFFFF
2841_0,LONGA,ED1944,FFFFFF
2841_1,LONGA,ED1944,FFFFFF
2841_2,LONGA,ED1944,FFFFFF
2842_0,LONGA,ED1944,FFFFFF
2850_0,MAR,00B8B0,FFFFFF
2900_0,RAPIDA,F4AC1C,FFFFFF
2901_0,LONGA,ED1944,FFFFFF
2901_1,LONGA,ED1944,FFFFFF
2905_0,INTER-REGIONAL-A,BB3E96,FFFFFF
2906_0,LONGA,ED1944,FFFFFF
2907_0,LONGA,ED1944,FFFFFF
2908_0,INTER-REGIONAL-A,BB3E96,FFFFFF
2908_1,INTER-REGIONAL-A,BB3E96,FFFFFF
2909_0,INTER-REGIONAL-A,BB3E96,FFFFFF
2909_1,INTER-REGIONAL-A,BB3E96,FFFFFF
2910_0,LONGA,ED1944,FFFFFF
2910_1,LONGA,ED1944,FFFFFF
2911_0,LONGA,ED1944,FFFFFF
2911_1,LONGA,ED1944,FFFFFF
2912_0,LONGA,ED1944,FFFFFF
2913_0,LONGA,ED1944,FFFFFF
2913_1,LONGA,ED1944,FFFFFF
2914_0,INTER-REGIONAL-A,BB3E96,FFFFFF
2915_0,LONGA,ED1944,FFFFFF
2920_0,LONGA,ED1944,FFFFFF
2921_0,INTER-REGIONAL-A,BB3E96,FFFFFF
2921_1,INTER-REGIONAL-A,BB3E96,FFFFFF
2926_0,LONGA,ED1944,FFFFFF
2926_1,LONGA,ED1944,FFFFFF
2926_2,LONGA,ED1944,FFFFFF
2926_3,LONGA,ED1944,FFFFFF
2927_0,LONGA,ED1944,FFFFFF
2927_1,LONGA,ED1944,FFFFFF
2928_0,LONGA,ED1944,FFFFFF
2928_1,LONGA,ED1944,FFFFFF
2928_2,LONGA,ED1944,FFFFFF
3001_0,PROXIMA,3D85C6,FFFFFF
3003_0,LONGA,ED1944,FFFFFF
3004_1,LONGA,ED1944,FFFFFF
3006_0,LONGA,ED1944,FFFFFF
3007_0,LONGA,ED1944,FFFFFF
3008_0,LONGA,ED1944,FFFFFF
3009_0,LONGA,ED1944,FFFFFF
3011_0,LONGA,ED1944,FFFFFF
3011_1,LONGA,ED1944,FFFFFF
3012_0,LONGA,ED1944,FFFFFF
3012_1,LONGA,ED1944,FFFFFF
3013_0,LONGA,ED1944,FFFFFF
3014_0,LONGA,ED1944,FFFFFF
3015_0,LONGA,ED1944,FFFFFF
3017_1,LONGA,ED1944,FFFFFF
3018_0,LONGA,ED1944,FFFFFF
3019_0,LONGA,ED1944,FFFFFF
3021_0,LONGA,ED1944,FFFFFF
3022_1,LONGA,ED1944,FFFFFF
3023_0,LONGA,ED1944,FFFFFF
3024_0,LONGA,ED1944,FFFFFF
3026_0,PROXIMA,3D85C6,FFFFFF
3026_1,PROXIMA,3D85C6,FFFFFF
3027_0,LONGA,ED1944,FFFFFF
3027_1,LONGA,ED1944,FFFFFF
3030_0,LONGA,ED1944,FFFFFF
3033_0,LONGA,ED1944,FFFFFF
3034_1,LONGA,ED1944,FFFFFF
3040_0,LONGA,ED1944,FFFFFF
3040_1,LONGA,ED1944,FFFFFF
3041_1,LONGA,ED1944,FFFFFF
3101_0,PROXIMA,3D85C6,FFFFFF
3103_0,LONGA,ED1944,FFFFFF
3104_0,LONGA,ED1944,FFFFFF
3105_0,LONGA,ED1944,FFFFFF
3106_0,LONGA,ED1944,FFFFFF
3107_0,PROXIMA,3D85C6,FFFFFF
3107_1,PROXIMA,3D85C6,FFFFFF
3108_0,PROXIMA,3D85C6,FFFFFF
3109_0,LONGA,ED1944,FFFFFF
3110_0,LONGA,ED1944,FFFFFF
3111_0,LONGA,ED1944,FFFFFF
3111_1,LONGA,ED1944,FFFFFF
3112_0,PROXIMA,3D85C6,FFFFFF
3113_0,PROXIMA,3D85C6,FFFFFF
3114_0,LONGA,ED1944,FFFFFF
3116_0,LONGA,ED1944,FFFFFF
3116_1,LONGA,ED1944,FFFFFF
3118_0,LONGA,ED1944,FFFFFF
3118_1,LONGA,ED1944,FFFFFF
3119_0,LONGA,ED1944,FFFFFF
3120_0,LONGA,ED1944,FFFFFF
3121_0,PROXIMA,3D85C6,FFFFFF
3201_0,LONGA,ED1944,FFFFFF
3202_0,LONGA,ED1944,FFFFFF
3203_0,LONGA,ED1944,FFFFFF
3204_0,LONGA,ED1944,FFFFFF
3205_0,LONGA,ED1944,FFFFFF
3206_0,LONGA,ED1944,FFFFFF
3207_0,LONGA,ED1944,FFFFFF
3208_0,LONGA,ED1944,FFFFFF
3209_0,LONGA,ED1944,FFFFFF
3210_0,LONGA,ED1944,FFFFFF
3210_1,LONGA,ED1944,FFFFFF
3211_0,LONGA,ED1944,FFFFFF
3212_0,LONGA,ED1944,FFFFFF
3213_0,LONGA,ED1944,FFFFFF
3214_0,LONGA,ED1944,FFFFFF
3215_0,LONGA,ED1944,FFFFFF
3216_0,LONGA,ED1944,FFFFFF
3217_0,LONGA,ED1944,FFFFFF
3218_2,PROXIMA,3D85C6,FFFFFF
3220_1,PROXIMA,3D85C6,FFFFFF
3221_0,LONGA,ED1944,FFFFFF
3222_0,PROXIMA,3D85C6,FFFFFF
3502_0,LONGA,ED1944,FFFFFF
3503_0,LONGA,ED1944,FFFFFF
3504_0,LONGA,ED1944,FFFFFF
3505_0,LONGA,ED1944,FFFFFF
3506_0,LONGA,ED1944,FFFFFF
3507_2,LONGA,ED1944,FFFFFF
3508_0,LONGA,ED1944,FFFFFF
3508_1,LONGA,ED1944,FFFFFF
3508_2,LONGA,ED1944,FFFFFF
3508_3,LONGA,ED1944,FFFFFF
3509_0,LONGA,ED1944,FFFFFF
3509_1,LONGA,ED1944,FFFFFF
3510_0,LONGA,ED1944,FFFFFF
3511_0,LONGA,ED1944,FFFFFF
3511_1,LONGA,ED1944,FFFFFF
3512_0,LONGA,ED1944,FFFFFF
3513_0,LONGA,ED1944,FFFFFF
3513_1,LONGA,ED1944,FFFFFF
3514_0,LONGA,ED1944,FFFFFF
3515_0,LONGA,ED1944,FFFFFF
3516_0,LONGA,ED1944,FFFFFF
3517_0,LONGA,ED1944,FFFFFF
3518_0,LONGA,ED1944,FFFFFF
3521_0,LONGA,ED1944,FFFFFF
3521_1,LONGA,ED1944,FFFFFF
3523_0,LONGA,ED1944,FFFFFF
3523_1,LONGA,ED1944,FFFFFF
3524_2,LONGA,ED1944,FFFFFF
3525_0,LONGA,ED1944,FFFFFF
3526_0,LONGA,ED1944,FFFFFF
3526_1,LONGA,ED1944,FFFFFF
3527_0,LONGA,ED1944,FFFFFF
3527_1,LONGA,ED1944,FFFFFF
3528_0,LONGA,ED1944,FFFFFF
3535_0,LONGA,ED1944,FFFFFF
3536_0,LONGA,ED1944,FFFFFF
3540_0,LONGA,ED1944,FFFFFF
3541_0,LONGA,ED1944,FFFFFF
3543_1,LONGA,ED1944,FFFFFF
3544_0,LONGA,ED1944,FFFFFF
3545_0,LONGA,ED1944,FFFFFF
3546_0,LONGA,ED1944,FFFFFF
3547_0,LONGA,ED1944,FFFFFF
3548_0,LONGA,ED1944,FFFFFF
3549_0,LONGA,ED1944,FFFFFF
3601_1,LONGA,ED1944,FFFFFF
3605_0,LONGA,ED1944,FFFFFF
3615_1,LONGA,ED1944,FFFFFF
3620_0,LONGA,ED1944,FFFFFF
3626_2,LONGA,ED1944,FFFFFF
3635_0,LONGA,ED1944,FFFFFF
3635_1,LONGA,ED1944,FFFFFF
3640_0,LONGA,ED1944,FFFFFF
3641_0,LONGA,ED1944,FFFFFF
3701_0,LONGA,ED1944,FFFFFF
3702_0,LONGA,ED1944,FFFFFF
3703_1,LONGA,ED1944,FFFFFF
3703_2,LONGA,ED1944,FFFFFF
3704_1,LONGA,ED1944,FFFFFF
3705_0,LONGA,ED1944,FFFFFF
3706_0,LONGA,ED1944,FFFFFF
3708_0,LONGA,ED1944,FFFFFF
3709_0,LONGA,ED1944,FFFFFF
3710_1,LONGA,ED1944,FFFFFF
3711_0,LONGA,ED1944,FFFFFF
3715_0,LONGA,ED1944,FFFFFF
3716_1,LONGA,ED1944,FFFFFF
3717_0,LONGA,ED1944,FFFFFF
3720_0,LONGA,ED1944,FFFFFF
3721_0,LONGA,ED1944,FFFFFF
4001_0,PROXIMA,3D85C6,FFFFFF
4002_0,LONGA,ED1944,FFFFFF
4101_0,LONGA,ED1944,FFFFFF
4102_0,LONGA,ED1944,FFFFFF
4103_0,PROXIMA,3D85C6,FFFFFF
4104_0,PROXIMA,3D85C6,FFFFFF
4201_0,LONGA,ED1944,FFFFFF
4202_0,LONGA,ED1944,FFFFFF
4203_0,PROXIMA,3D85C6,FFFFFF
4203_1,PROXIMA,3D85C6,FFFFFF
4204_0,PROXIMA,3D85C6,FFFFFF
4205_0,LONGA,ED1944,FFFFFF
4205_1,LONGA,ED1944,FFFFFF
4206_0,PROXIMA,3D85C6,FFFFFF
4207_0,PROXIMA,3D85C6,FFFFFF
4207_1,PROXIMA,3D85C6,FFFFFF
4207_2,PROXIMA,3D85C6,FFFFFF
4208_0,LONGA,ED1944,FFFFFF
4211_0,PROXIMA,3D85C6,FFFFFF
4212_0,LONGA,ED1944,FFFFFF
4301_0,PROXIMA,3D85C6,FFFFFF
4302_0,LONGA,ED1944,FFFFFF
4303_0,PROXIMA,3D85C6,FFFFFF
4304_0,LONGA,ED1944,FFFFFF
4305_0,LONGA,ED1944,FFFFFF
4306_0,LONGA,ED1944,FFFFFF
4307_0,LONGA,ED1944,FFFFFF
4307_1,LONGA,ED1944,FFFFFF
4308_0,LONGA,ED1944,FFFFFF
4310_0,LONGA,ED1944,FFFFFF
4311_0,LONGA,ED1944,FFFFFF
4312_0,LONGA,ED1944,FFFFFF
4312_1,LONGA,ED1944,FFFFFF
4312_2,LONGA,ED1944,FFFFFF
4313_0,LONGA,ED1944,FFFFFF
4320_0,PROXIMA,3D85C6,FFFFFF
4321_0,LONGA,ED1944,FFFFFF
4322_0,LONGA,ED1944,FFFFFF
4322_1,LONGA,ED1944,FFFFFF
4401_0,LONGA,ED1944,FFFFFF
4402_0,LONGA,ED1944,FFFFFF
4403_0,PROXIMA,3D85C6,FFFFFF
4404_0,PROXIMA,3D85C6,FFFFFF
4405_0,LONGA,ED1944,FFFFFF
4406_0,PROXIMA,3D85C6,FFFFFF
4406_1,PROXIMA,3D85C6,FFFFFF
4407_0,LONGA,ED1944,FFFFFF
4407_1,LONGA,ED1944,FFFFFF
4408_0,LONGA,ED1944,FFFFFF
4409_0,LONGA,ED1944,FFFFFF
4410_0,LONGA,ED1944,FFFFFF
4411_0,LONGA,ED1944,FFFFFF
4412_0,LONGA,ED1944,FFFFFF
4413_0,LONGA,ED1944,FFFFFF
4414_0,LONGA,ED1944,FFFFFF
4415_0,LONGA,ED1944,FFFFFF
4416_0,LONGA,ED1944,FFFFFF
4417_0,LONGA,ED1944,FFFFFF
4418_0,LONGA,ED1944,FFFFFF
4419_0,LONGA,ED1944,FFFFFF
4420_0,PROXIMA,3D85C6,FFFFFF
4421_0,LONGA,ED1944,FFFFFF
4422_0,LONGA,ED1944,FFFFFF
4422_1,LONGA,ED1944,FFFFFF
4422_2,LONGA,ED1944,FFFFFF
4423_0,PROXIMA,3D85C6,FFFFFF
4424_0,LONGA,ED1944,FFFFFF
4425_0,LONGA,ED1944,FFFFFF
4425_1,LONGA,ED1944,FFFFFF
4426_0,PROXIMA,3D85C6,FFFFFF
4426_1,PROXIMA,3D85C6,FFFFFF
4426_2,PROXIMA,3D85C6,FFFFFF
4426_3,PROXIMA,3D85C6,FFFFFF
4426_4,PROXIMA,3D85C6,FFFFFF
4427_0,PROXIMA,3D85C6,FFFFFF
4428_0,LONGA,ED1944,FFFFFF
4429_0,LONGA,ED1944,FFFFFF
4430_0,PROXIMA,3D85C6,FFFFFF
4431_0,PROXIMA,3D85C6,FFFFFF
4432_0,LONGA,ED1944,FFFFFF
4433_0,LONGA,ED1944,FFFFFF
4434_0,PROXIMA,3D85C6,FFFFFF
4434_1,PROXIMA,3D85C6,FFFFFF
4435_0,LONGA,ED1944,FFFFFF
4436_0,PROXIMA,3D85C6,FFFFFF
4437_0,LONGA,ED1944,FFFFFF
4438_0,LONGA,ED1944,FFFFFF
4438_1,LONGA,ED1944,FFFFFF
4439_0,LONGA,ED1944,FFFFFF
4440_0,LONGA,ED1944,FFFFFF
4441_0,LONGA,ED1944,FFFFFF
4442_0,LONGA,ED1944,FFFFFF
4442_1,LONGA,ED1944,FFFFFF
4443_0,LONGA,ED1944,FFFFFF
4451_0,LONGA,ED1944,FFFFFF
4452_0,LONGA,ED1944,FFFFFF
4452_1,LONGA,ED1944,FFFFFF
4453_0,LONGA,ED1944,FFFFFF
4460_0,LONGA,ED1944,FFFFFF
4470_0,LONGA,ED1944,FFFFFF
4471_0,LONGA,ED1944,FFFFFF
4472_0,LONGA,ED1944,FFFFFF
4472_1,LONGA,ED1944,FFFFFF
4474_0,LONGA,ED1944,FFFFFF
4476_0,LONGA,ED1944,FFFFFF
4501_0,LONGA,ED1944,FFFFFF
4501_1,LONGA,ED1944,FFFFFF
4502_0,LONGA,ED1944,FFFFFF
4503_0,LONGA,ED1944,FFFFFF
4504_0,LONGA,ED1944,FFFFFF
4510_0,LONGA,ED1944,FFFFFF
4511_0,LONGA,ED1944,FFFFFF
4512_0,LONGA,ED1944,FFFFFF
4512_1,LONGA,ED1944,FFFFFF
4513_0,LONGA,ED1944,FFFFFF
4514_0,LONGA,ED1944,FFFFFF
4514_1,LONGA,ED1944,FFFFFF
4514_2,LONGA,ED1944,FFFFFF
4514_3,LONGA,ED1944,FFFFFF
4515_0,LONGA,ED1944,FFFFFF
4515_1,LONGA,ED1944,FFFFFF
4516_0,LONGA,ED1944,FFFFFF
4516_1,LONGA,ED1944,FFFFFF
4517_0,LONGA,ED1944,FFFFFF
4520_0,LONGA,ED1944,FFFFFF
4521_0,LONGA,ED1944,FFFFFF
4521_1,LONGA,ED1944,FFFFFF
4522_0,LONGA,ED1944,FFFFFF
4523_0,LONGA,ED1944,FFFFFF
4524_0,LONGA,ED1944,FFFFFF
4525_0,LONGA,ED1944,FFFFFF
4530_0,LONGA,ED1944,FFFFFF
4531_0,LONGA,ED1944,FFFFFF
4532_0,LONGA,ED1944,FFFFFF
4540_0,LONGA,ED1944,FFFFFF
4540_1,LONGA,ED1944,FFFFFF
4541_0,LONGA,ED1944,FFFFFF
4542_0,LONGA,ED1944,FFFFFF
4543_0,LONGA,ED1944,FFFFFF
4544_0,LONGA,ED1944,FFFFFF
4544_1,LONGA,ED1944,FFFFFF
4544_2,LONGA,ED1944,FFFFFF
4545_0,LONGA,ED1944,FFFFFF
4546_0,LONGA,ED1944,FFFFFF
4547_0,LONGA,ED1944,FFFFFF
4548_0,LONGA,ED1944,FFFFFF
4549_0,LONGA,ED1944,FFFFFF
4550_0,LONGA,ED1944,FFFFFF
4550_1,LONGA,ED1944,FFFFFF
4551_0,LONGA,ED1944,FFFFFF
4560_0,LONGA,ED1944,FFFFFF
4560_1,LONGA,ED1944,FFFFFF
4562_0,LONGA,ED1944,FFFFFF
4562_2,LONGA,ED1944,FFFFFF
4562_3,LONGA,ED1944,FFFFFF
4600_0,LONGA,ED1944,FFFFFF
4601_0,LONGA,ED1944,FFFFFF
4602_0,LONGA,ED1944,FFFFFF
4603_0,LONGA,ED1944,FFFFFF
4604_0,LONGA,ED1944,FFFFFF
4605_0,LONGA,ED1944,FFFFFF
4610_0,LONGA,ED1944,FFFFFF
4611_0,LONGA,ED1944,FFFFFF
4612_0,LONGA,ED1944,FFFFFF
4620_0,LONGA,ED1944,FFFFFF
4621_0,LONGA,ED1944,FFFFFF
4632_0,LONGA,ED1944,FFFFFF
4640_0,LONGA,ED1944,FFFFFF
4641_0,LONGA,ED1944,FFFFFF
4642_0,LONGA,ED1944,FFFFFF
4642_1,LONGA,ED1944,FFFFFF
4643_0,MAR,00B8B0,FFFFFF
4701_0,RAPIDA,F4AC1C,FFFFFF
4701_1,RAPIDA,F4AC1C,FFFFFF
4701_2,RAPIDA,F4AC1C,FFFFFF
4702_0,RAPIDA,F4AC1C,FFFFFF
4703_0,RAPIDA,F4AC1C,FFFFFF
4704_0,RAPIDA,F4AC1C,FFFFFF
4705_0,RAPIDA,F4AC1C,FFFFFF
4706_0,RAPIDA,F4AC1C,FFFFFF
4707_0,RAPIDA,F4AC1C,FFFFFF
4710_0,RAPIDA,F4AC1C,FFFFFF
4711_0,RAPIDA,F4AC1C,FFFFFF
4715_0,RAPIDA,F4AC1C,FFFFFF
4720_0,RAPIDA,F4AC1C,FFFFFF
4725_0,RAPIDA,F4AC1C,FFFFFF
4730_0,LONGA,ED1944,FFFFFF
4730_1,LONGA,ED1944,FFFFFF
4730_2,LONGA,ED1944,FFFFFF
4901_0,LONGA,ED1944,FFFFFF
4901_1,LONGA,ED1944,FFFFFF
4902_0,LONGA,ED1944,FFFFFF
4905_0,INTER-REGIONAL-B,BB3E96,FFFFFF
4906_0,LONGA,ED1944,FFFFFF
4906_1,LONGA,ED1944,FFFFFF
