A1,A2,A3,A4,stop_id,stop_name,stop_lat,stop_lon,verification_status,stop_remarks,stop_code,old_stop_id,stop_id_stepp,public_visible,location_type,zone_shift,stop_url,parent_station,wheelchair_boarding,entrance_restriction,exit_restriction,slot,signalling,shelter,bench,network_map,schedule,real_time_information,tariff,preservation_state,equipment,observations,region,municipality,municipality_fare_1,municipality_fare_2,zone_id,stop_timezone,level_id,platform_code
0,0,0,1,130068,PALMELA (AV PALMELENSE FUTEBOL CLUBE),38.572100,-8.910300,,,130068,,129471,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130069,PAMELA (R DA SERRINHA),38.571900,-8.915360,,,130069,,129526,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130070,PAMELA (R DA SERRINHA),38.571900,-8.915320,,,130070,,129526,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130071,PALMELA (QTA S BRÁS),38.567900,-8.921610,,,130071,,32285,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130072,PALMELA (QTA S BRÁS),38.567900,-8.921590,,,130072,,32285,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130073,PALMELA (EN 379 X ESTR DOS CANORIOS),38.566400,-8.925970,,,130073,,32284,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130074,PALMELA (EN 379 X ESTR DOS CANORIOS),38.566500,-8.925960,,,130074,,32284,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130075,QTA ANJO (EN379 231),38.567500,-8.931220,,,130075,,32283,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130076,QTA ANJO (EN379 231),38.567600,-8.931210,,,130076,,32283,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130077,QTA ANJO ( HIPERMERCADO),38.567600,-8.934660,,,130077,,32282,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130078,QTA ANJO ( HIPERMERCADO),38.567600,-8.934660,,,130078,,32282,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130079,QTA ANJO (AV 25 ABRIL 152),38.567400,-8.938680,,,130079,,32281,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130080,QTA ANJO (AV 25 ABRIL 152),38.567300,-8.938680,,,130080,,32281,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130081,QTA ANJO (109),38.567300,-8.941160,,,130081,,32280,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130082,QTA ANJO (109),38.567400,-8.941160,,,130082,,32280,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130083,QTA ANJO (SOCAR),38.566000,-8.944440,,,130083,,32279,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130084,QTA ANJO (SOCAR),38.566000,-8.944390,,,130084,,32279,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130085,QTA ANJO (AV DOUTOR ANT MATOS FORTUNA),38.573900,-8.946470,,,130085,,129451,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130086,QTA ANJO (AV DOUTOR ANT MATOS FORTUNA),38.573900,-8.946410,,,130086,,129451,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130087,ESTRADA DAS FONTAINHAS,38.587200,-8.960400,,,130087,,1204,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130088,ESTRADA DAS FONTAINHAS,38.587300,-8.960390,,,130088,,1204,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130089,MARQUESA I E II ( RUA 77),38.587600,-8.981490,,,130089,,129187,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130090,MARQUESA I E II ( RUA 77),38.587700,-8.981440,,,130090,,129187,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130091,MARQUESA (RUA 18),38.598600,-8.983060,,,130091,,1203,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130092,MARQUESA (RUA 18),38.598600,-8.983010,,,130092,,1203,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130093,QUINTA DO ANJO PENALVA,38.590700,-8.995070,,,130093,,1087,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130095,BREJOS DO ASSA CCI-6121,38.572600,-8.837690,,,130095,,1153,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130096,BREJOS DO ASSA CCI-6121,38.572600,-8.837630,,,130096,,1153,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130097,BREJOS DO ASSA,38.568900,-8.840410,,,130097,,1152,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130098,BREJOS DO ASSA,38.568900,-8.840350,,,130098,,1152,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130099,BREJOS ASSA (m542 22),38.568200,-8.835200,,,130099,,32691,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130100,BREJOS ASSA (m542 22),38.568200,-8.835140,,,130100,,32691,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130101,BREJOS ASSA (M542 X R MANUEL SIMÕES),38.571300,-8.834080,,,130101,,32690,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130102,BREJOS ASSA (M542 X R MANUEL SIMÕES),38.571200,-8.834010,,,130102,,32690,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130103,ALGERUZ ( POSTO SAÚDE),38.575100,-8.832690,,,130103,,32689,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130104,ALGERUZ ( POSTO SAÚDE),38.575100,-8.832630,,,130104,,32689,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
0,0,0,1,130105,ALGERUZ (KARTODROMO INTERN PALMELA),38.578400,-8.832810,,,130105,,32688,1,0,,,,,,,,,,,,,,,,,,PT170,1508,,,,,,
